ID,Politican_Similarity,Gender,Age,Affiliation,Study Purpose,Attention Check 1,Attention Check 2,Condition,Proclamation,Perspective,Frame,Voting,Hypocrisy_1,Hypocrisy_2,Hypocrisy_3,Hypocrisy_4,Hypocrisy_5,Honest_frequency,Honest_likelihood,Honest_extreme,Honest_committment,Moral_1,Moral_2,Moral_3
256,Trump,Female,40,Democrat,Determining how we view politicians not keeping their word,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,2,6,6,7,6,7,3,2,6,2,2,2,2
257,Pretty much all of them,Female,30,Democrat,"I think his response about honesty was different for different participants, so the researchers can see if his statement about lying changes how people view him.",He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,6,3,7,6,2,3,2,2,2,3,4,2
258,None,Male,24,Democrat,Evaluate a politician based on his actions.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,2,7,7,7,7,7,3,2,6,2,2,1,1
259,yes,Male,40,Other,How much people trust politicians.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,3,4,3,4,6,2,1,7,1,1,1,1
260,Most of them,Male,41,Democrat, Do test how people perceive lying.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,5,4,5,5,4,3,2,4,2,2,4,2
261,no,Male,69,Democrat,I really have no idea.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,1,6,6,6,6,6,3,2,3,2,2,2,1
262,No,Male,26,Democrat,Im not sure,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,2,2,1,1,1,4,1,3,2,2,3,3
263,No,Female,51,Other,How what politicians say influences our feelings about them.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,2,3,3,6,4,4,4,3,3,1,2,2,2
264,no,Female,31,Democrat,?,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,3,4,4,5,4,3,3,2,3,2,2,2,2
265,None.,Female,31,Other,I don't know.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,2,6,7,6,6,7,3,2,3,3,2,2,2
266,"all of them haha...wait, maybe J.B",Female,44,Other,moral judgments,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,4,1,5,4,3,4,2,2,1,3,4,2
267,it is okay to sometimes lie,Female,44,Republican,get feedback on how you feel on responses from politicians,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,5,4,5,4,4,3,5,4,4,3,5,5,5
269,no one,Male,24,Other,not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,3,2,3,2,2,3,6,6,6,3,4,4,4
270,Just about every single one.,Male,27,Other,See if people are more willing to continue supporting dishonest candidates if they're told they're part of their political party. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,6,5,6,6,7,3,2,2,1,2,2,1
271,no,Female,35,Republican,I think the purpose was to see how people feel about a candidate who says he never lies and then is shown lying.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,2,7,7,7,4,7,3,1,3,1,2,2,3
272,No,Female,44,Republican,To see how people feel about dishonesty with political figures.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,4,5,5,3,2,6,4,2,4,4,3,3,4
273,yes,Male,52,Republican,reactions to politicians ethics,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,2,7,7,7,7,7,1,2,1,2,2,2,2
274,Just politicians in general. I feel like they all lie. A lot.,Female,37,Democrat,To maybe see how we would judge a politician if he openly admitted to lying and then did lie. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,4,3,5,5,3,2,1,2,1,2,2,2
275,no,Female,51,Republican,political party ties,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,4,4,4,4,4,4,6,5,2,4,4,4,4
276,Hilary Clinton,Male,25,Republican,About clinton,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,5,6,6,4,4,4,2,3,3,1,1,2
277,"Not in particular.  But many politicians do lie, but I've never seen one so willing to admit it",Male,32,Democrat,To understand how people feel about lying politiicans.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,6,4,7,4,4,1,1,1,1,1,1,1
278,"Other than Trump, no",Male,57,Democrat,unsure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,3,4,5,4,5,5,5,5,2,4,4,3,3
279,no,Female,44,Republican,I don't know,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,2,6,6,6,6,6,3,2,2,2,2,2,2
280,"Nancy Pelosi, Chuck Schumer, Corey Booker, Kamala Harris, Maxine Waters, Bernie Sanders",Male,55,Republican,Ethics in politics,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,1,7,7,7,7,7,1,1,1,1,1,1,1
281,All politicians,Male,55,Republican,unsure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,2,5,7,6,5,7,6,1,7,1,2,2,2
283,HILLARY CLINTON,Male,69,Republican,POLITICAL VIEWS ON POSITIONS ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,6,4,6,5,5,2,1,3,1,2,2,1
285,santos,Male,47,Republican,perceptions of suggested outcomes.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,1,7,5,5,4,6,3,1,4,1,1,1,1
286,NO,Female,44,Democrat,The public's opinion on politicians.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,2,5,6,4,4,6,4,2,2,2,2,2,1
287,many politicians act in this manner unfortunately,Female,56,Other,morals and opinions,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,2,6,5,5,5,6,5,4,2,2,3,2,2
288,Donald Trump,Male,26,Democrat,I don't know.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,1,7,7,7,7,4,1,1,1,1,1,1,1
289,Carter,Male,27,Democrat,examining perceptions of political candidates,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,5,2,2,2,2,2,6,5,6,5,4,4,4
290,Trump,Male,41,Democrat,don't know,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,1,7,2,7,6,4,2,2,6,1,2,2,2
291,No,Male,35,Democrat,To see if a decent sounding candidate can be brought down by admitting to the need to lie when in politics.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,3,6,6,6,6,6,4,4,3,1,1,1,1
292,Actually it brought all politicians to mind. In my mind they all lie.,Male,68,Republican,To see how much a politician who lies will effect my desire to vote for them.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,5,6,2,6,6,7,3,2,2,2,2,2,2
293,no,Male,28,Democrat,no idea,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,4,2,2,2,2,6,6,6,4,5,4,4,4
295,well all politicans in general do lie to some extent so yes pretty much all of them came to mind. ,Female,31,Democrat,To see how people judge others based on actions. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,6,5,5,2,5,5,4,3,3,2,5,4,2
296,None,Female,35,Other,I think it's about how much character versus policies matters to people. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,1,2,2,2,2,2,4,1,2,2,2,2,2
297,His stated views and talking points were pretty generic,Male,30,Democrat,To see if lying matters in politics,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,5,2,3,5,5,5,4,3,3,3,5,5,3
298,Obtuse,Female,52,Democrat,don't know,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,1,4,4,7,7,4,1,1,1,1,1,1,1
299,yes,Female,54,Democrat,opinions on political dishonesty,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,3,5,5,5,4,5,5,2,2,2,3,3,3
300,No it did not.,Male,29,Republican,I don't know.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,1,6,6,6,6,6,5,4,2,1,2,3,2
301,"No.  But the title of your study including the word ""games"" brought most politicians to mind.",Female,60,Other,"I don't know, because the ""further information"" article just flashed on my screen for less than a second, and I wasn't able to read it before it took me to the next page.  I had incomplete data.",He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,4,4,4,4,4,5,4,2,2,3,3,3
302,Yes,Female,61,Democrat,The purpose of the study may have been to examine perceptions of politicians after being caught in a lie.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,1,7,1,7,7,7,2,1,1,1,1,1,1
303,His behavior pretty much brings all mainstream politicians to my mind.,Male,23,Other,To see if we'd be okay with a politician lying about something.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,4,5,5,4,5,4,5,3,5,4,4,4,3
304,I would say a majority of politicians are dishonest at some point.,Male,31,Democrat,To see if a how a person views honesty in relation comments made relating to campaign finance.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,5,6,6,5,6,7,4,2,6,4,4,5,4
306,Yes.,Male,28,Democrat,I don't know.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,2,4,6,6,5,6,2,1,6,1,4,5,3
307,"No specific people, but I assume pols in general are liars.",Male,39,Democrat,No idea,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,4,7,5,6,6,6,5,2,2,2,4,3,2
308,All of them ,Female,34,Democrat,I don't know,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,2,6,6,6,6,6,2,2,1,1,2,2,2
309,several,Male,51,Republican,notsure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,2,5,6,7,7,6,3,2,2,2,4,3,2
310,No,Female,27,Democrat,I am not sure.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,2,6,6,6,6,6,3,3,3,2,2,2,2
312,Donald Trump,Female,32,Democrat,To understand how words can easily motivate public opinion.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,6,5,6,5,6,3,2,2,2,3,3,3
313,No.,Male,26,Democrat,Determining perception of trustworthiness of someone who would openly admit to thinking lying is necessary.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,3,2,2,4,6,6,3,2,3,2,3,3,3
314,Donald Trump,Female,26,Other,To evaluate how honest a person was if their values contradicted with their behavior.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,7,7,6,6,6,2,1,3,2,2,2,1
315,"All of them, sadly.",Female,32,Democrat,Not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,3,6,6,6,6,6,3,3,5,1,2,2,2
317,To many to name.,Male,58,Democrat,not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,2,7,7,6,6,7,4,1,2,2,2,2,2
318,Chris Christie,Female,36,Republican,Perception of candidate,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,6,5,5,6,6,4,2,2,1,2,2,2
321,no one in particular,Female,30,Democrat,I think it was to determine whether the negativity of someone's behavior and its consistency with that person's values would influence my vote.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,3,2,2,6,6,2,3,2,2,2,2,2,2
322,Yes,Male,35,Democrat,Study of perceptions and belief systems,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,5,2,2,4,6,4,2,3,2,3,2,2
323,"Donald Trump, Mike Dewine",Male,34,Republican,To get our opinion on rather or not we feel lying is ok when you are a politician ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,3,6,7,5,6,6,4,1,3,1,3,3,2
324,Donald Trump,Female,33,Democrat,To measure likelihood of voting for someone knowing they lied,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,5,6,5,5,5,3,2,2,2,2,2,2
328,Every politian that ever ran ,Female,36,Other,Don't know,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,1,5,2,5,5,2,2,1,1,2,2,2,2
329,Trump,Female,34,Republican,Opinions on politicans.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,6,7,6,4,6,4,2,2,2,2,2,2
330,No.,Female,49,Democrat,To see if we think it is normal for politicians to stretch the truth. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,5,2,6,6,1,4,1,3,1,1,1,1
331,Most of the republicans currently in office,Female,47,Democrat,I'm not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,1,7,7,7,7,7,2,2,7,1,2,2,2
332,All of them. ,Female,28,Democrat,To see what our thoughts are on lying politicians. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,3,3,4,3,4,4,3,1,2,2,2,2,2
333,no,Male,30,Republican,To understand the survey participant political thinking,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,4,4,3,5,4,5,6,5,6,4,3,2,3
334,All of them,Male,42,Democrat,to reaffirm that politicians are crooked,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,5,5,5,5,5,3,3,2,2,2,2,2
335,Almost all of them,Male,54,Republican,My opinions in regards to a political candidate,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,1,6,6,5,6,5,5,3,2,1,2,2,3
336,no,Female,43,Democrat,I'm not sure,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,1,2,2,2,2,2,4,1,2,1,1,1,1
337,Trump,Female,30,Democrat,Your opinion on politicans ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,2,6,7,6,6,7,2,1,3,1,2,2,1
338,no,Female,56,Democrat,To study how people feel about politicians. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,2,5,7,6,6,7,4,1,4,2,2,3,2
341,Most of them,Male,52,Republican,What would pull us off our party vote,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,5,5,5,5,5,5,5,5,5,4,4,4,4
343,All politicians in today's policital world...it seems that they always lie about something and only come clean when they get caught.,Female,41,Democrat,To determine if we hold our politicians accountable when they represent out political party.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,3,7,6,6,6,6,3,3,5,2,2,2,2
344,Donald Trump,Male,48,Other,Thoughts and opinions of the ethics of a political candidate.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,5,5,5,6,6,4,3,3,2,3,3,2
345,no,Male,55,Other,no idea,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,1,7,4,7,7,7,4,2,1,1,1,1,1
346,Not immediately to my mind. I don't recall any state politicians recently claiming that lying was acceptable.,Male,42,Democrat,To examine perceptions of ethics and political candidate's claims? And how it might relate to voting behavior?,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,3,3,2,3,3,2,3,1,2,1,3,3,2
347,all of them ,Female,28,Democrat,people's views about politicians,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,5,5,5,4,5,3,3,3,2,2,2,2
348,"Most of them, they all start off ok, but turn into major liars and money grubbers",Female,43,Other,Feelings on politicians,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,1,4,6,6,6,7,2,2,1,2,2,2,1
349,Donald Trump,Female,59,Other,I think the purpose of this study was to determine how people view lies by politicians.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,3,3,3,2,2,4,2,2,2,4,2,2
350,"The description of Matthew Johnson reminded me of many politcians that lie, including Danald Trump and Mitch McConnell.",Female,25,Democrat,I think the purpose was to see if people would accept a lie if they liked the candidate's other policies or if one lie made a candidate seem completely untrustworthy about their other beliefs.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,7,6,5,5,7,4,3,4,2,3,4,2
351,Beto O'Rourke,Male,65,Republican,Political lying,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,2,5,6,5,5,6,4,2,2,3,3,3,3
353,no,Female,47,Republican,not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,4,5,5,5,5,5,5,4,4,2,4,4,4
354,Most of them,Male,25,Democrat,"To determine whether a politician lying about quote ""small things"" affects your opinion on everything they stand for.",He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,3,6,6,6,6,6,3,2,2,2,2,2,2
356,"Many politicians have been caught lying, more recently Donald Trump.  ",Female,39,Democrat,To see how the public reacts towards politicians caught lying. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,4,5,6,4,5,6,5,3,3,3,4,3,3
359,Yes Donald Trump ,Male,44,Democrat,I don't know ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,2,6,6,6,6,6,4,2,3,2,2,2,2
360,Yes. Donald Trump and most of his administration. ,Female,35,Democrat,Perception of politications based on limited information. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,1,7,7,7,7,7,1,1,1,1,1,1,1
361,Yes. ,Male,69,Republican,To see if I think that politicians always tell the truth.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,6,6,6,6,6,5,2,2,2,2,2,2
362,Donald Trump,Male,32,Democrat,Character Judgement ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,5,6,6,6,5,6,4,2,3,2,2,2,2
363,"none really, maybe obama",Male,30,Democrat,political,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,6,3,3,3,3,5,5,3,2,5,5,4,4
364,"nobody came to my mind, except for other people it might sound like.",Male,31,Republican,Can lying be acceptable in certain cases.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,5,1,2,2,1,3,5,5,5,4,6,5,5
365,Most of them...all politicians lie to some extent,Female,41,Other,Determining the extent of a politicians lie,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,3,5,6,5,5,6,5,3,5,2,3,3,3
366,no,Female,25,Democrat,Impressions of actions within politics,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,4,7,7,7,7,7,4,3,7,3,2,2,3
367,No.,Male,40,Republican,I don't know.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,6,2,3,6,7,2,2,1,2,1,1,1,2
368,TRUMP,Male,32,Democrat,to see how people view lies by politicians,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,6,2,6,6,6,2,2,2,2,2,2,2
369,Almost all,Male,49,Republican,Political bias and voting preference,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,5,6,7,5,5,6,4,3,3,3,3,3,4
370,no,Female,44,Republican,I have no idea.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,2,5,5,5,5,3,3,2,2,2,3,3,2
371,Hillary Clinton,Male,60,Other,To see how I evaluate a political candidate.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,1,7,1,7,7,7,2,1,1,1,1,1,1
372,No,Male,32,Democrat,Trust in politicians and their behavior,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,4,4,7,7,4,2,1,1,1,1,1,1
373,no,Male,35,Democrat,???,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,4,3,3,5,6,4,3,5,5,3,5,3,4
375,"Not really anyone specific. Seems like a typical politician, though, in general: saying all the ""right things"" but if you actually look they act in ways that are sometimes different from what they've said.",Female,35,Republican,How we make judgments of others,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,4,5,4,3,4,5,4,3,2,3,5,5,4
376,Yes,Male,27,Democrat,Perception of lying politicians and the effect it has on voting trends,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,3,6,5,5,5,6,4,2,2,2,4,3,3
377,It did not bring any specific politicians to mind.,Male,20,Democrat,I think the purpose of this study was to see how people felt being lied to.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,2,7,7,7,7,7,4,3,7,2,2,2,2
378,none,Female,57,Other,no idea,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,6,3,3,3,3,3,7,6,7,5,5,5,5
379,"unfortunately, a majority.",Male,60,Democrat,I cannot at all say.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,5,3,7,7,6,2,1,2,1,1,1,1
380,Nobody in particular,Female,29,Other,The purpose of this study is to get people's perception on the trustworthiness of politicians.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,3,3,3,3,3,4,5,4,4,2,4,5,4
381,Yes,Female,42,Other,I'm not sure,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,2,3,4,6,5,3,3,2,2,1,2,2,1
382,"No, not really. I can name anyone specifically that takes PAC money. I guess it slightly reminded me of Joe Biden taking $200,000 for a speech before a Republican crowd and candidate in Michign's 6th congressional, but only slightly.",Male,61,Democrat,To see if something as seemingly innocuous as taking PAC money and lying about it is enough to turn people strongly against a candidate?,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,3,6,6,6,6,6,5,1,2,3,2,2,3
383,Our President,Male,30,Democrat,Politicians,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,1,7,7,7,7,7,3,1,3,2,1,1,1
384,No,Female,30,Democrat,I do not know what this study was for.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,5,4,5,3,3,5,6,5,5,4,5,5,5
385,pretty much every single one.,Male,45,Republican,not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,3,5,5,5,5,5,5,2,6,3,3,3,3
386,Donald Trump,Male,29,Democrat,not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,3,5,5,5,5,6,4,4,4,2,3,3,2
387,no,Male,71,Republican,"opinions on telling the truth in politics. Should be the same as in real life, tell the truth!",He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,5,5,4,4,5,4,3,2,2,2,2,2
388,Donald Trump,Male,31,Democrat,To determine if you would vote for a candidate based on who they truly are.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,1,3,3,3,3,3,2,2,1,1,5,5,1
389,No none in particular. ,Female,26,Republican,I cant really pinpoint it.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,2,7,7,7,7,7,4,1,1,1,1,1,1
390,All of them,Female,39,Democrat,Moral judgement based on lies,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,3,4,6,4,5,6,5,4,2,2,3,3,3
391,No,Male,35,Other,To gauge the response from general public when candidate speaks honestly about the concept of lying to the public while in office.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,5,5,6,5,4,3,1,6,2,4,4,2
392,To do more for the K-12 education and was honest,Male,31,Democrat,To know about people mind,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,5,5,4,6,6,7,3,2,4,4,6,5,4
393,no,Male,29,Other,not sure,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,4,4,5,3,4,5,4,4,4,4,3,4,4
395,Most of them in general.,Female,43,Democrat,To see how people weigh actions against  research.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,3,6,4,5,5,7,4,2,4,2,3,3,2
396,Pretty much all of them--pick one.,Female,44,Democrat,Helping a grad student write their thesis on honesty.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,2,5,6,4,6,4,2,2,2,2,2,2
397,Donald rump with his tax cuts that are now showing to only be for the rich and wealthy as people see that they have to pay more this year.,Male,33,Other,To see if we give a pass to politicians whose beliefs match ours even if they have 1 glaring fault. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,3,7,7,6,6,7,5,4,4,4,2,2,3
398,Any and all,Female,46,Democrat,Whether or not one lie is better than another or if politicians are assumed to not tell the truth.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,1,7,5,7,6,7,3,1,2,1,1,2,2
