ID,StartDate,EndDate,Gender,Economics_exp,Age,Perceived_purpose,condition,hypocrisy_1,hypocrisy_2,hypocrisy_3,discomfort_1,benevolence_1,benevolence_2,benevolence_3,honest,moral_1,moral_2,trust,proclamation,lie.motives
155,9/5/18 16:15,9/5/18 16:24,Female,0,66,To evaluate the receiver's perception of the odds of the sender giving the truthful answer.,4,2,6,5,5,5,4,5,6,6,6,5,ambiguous,prosocial
156,9/5/18 16:17,9/5/18 16:24,Male,5+,25,it was a fake test to help us answer question about morality/lying,1,2,4,2,2,4,3,3,4,4,4,3,absolute,selfish
157,9/5/18 16:20,9/5/18 16:25,Male,0,33,To determine a person's willingness to lie (for Reasons).,2,4,4,4,1,5,3,7,4,6,5,4,absolute,prosocial
158,9/5/18 16:19,9/5/18 16:26,Female,1,37,Show the veracity of the participants and the coherence of their actions with their words,4,2,5,3,2,5,4,6,3,5,4,5,ambiguous,prosocial
159,9/5/18 16:21,9/5/18 16:27,Female,0,28,To test people's morals/judgement?,1,2,2,2,6,5,5,6,5,5,5,5,absolute,selfish
160,9/5/18 16:17,9/5/18 16:27,Female,0,25,Test how honest can someone be on a luck game being fully aware of the results,1,5,5,4,4,6,5,7,6,4,3,3,absolute,selfish
161,9/5/18 16:21,9/5/18 16:27,Female,0,26,To find out if people lie or not,1,7,7,7,1,2,5,1,1,1,1,1,absolute,selfish
162,9/5/18 16:20,9/5/18 16:27,Male,1,28,Define the expectations for other person behaviour,3,6,6,6,3,3,3,3,2,3,3,3,ambiguous,selfish
163,9/5/18 16:18,9/5/18 16:28,Male,3,39,"It reminds me of Game Theory where every chosen action taken would have winners and losers. In the end, the main aim is to try to achieve the highest overall benefits to all participants although this concept is almost always difficult to obtain without sacrificing personal values.",2,5,6,6,4,2,1,3,2,2,3,2,absolute,prosocial
164,9/5/18 16:21,9/5/18 16:28,Male,0,23,Test trustworthy,4,4,3,3,3,4,4,5,5,5,5,5,ambiguous,prosocial
165,9/5/18 16:19,9/5/18 16:29,Male,0,22,the survey studies the honesty of the participants,4,2,2,3,6,5,7,7,7,7,6,6,ambiguous,prosocial
166,9/5/18 16:22,9/5/18 16:30,Male,5+,18,"Test the honesty of the sender, to see if he is more selfish (earn lots of money) or more benevolent (share with the receiver by sending good messages).",3,5,5,4,4,4,4,3,2,4,3,3,ambiguous,selfish
167,9/5/18 16:27,9/5/18 16:31,Female,0,25,To see if people will be selfish or not,1,1,4,2,5,3,4,4,3,3,3,2,absolute,selfish
168,9/5/18 16:11,9/5/18 16:31,Female,3,31,How trustworthy and honest a person can be in order to earn more or less money than his/her partner.,3,4,6,6,7,1,1,1,1,1,1,1,ambiguous,selfish
169,9/5/18 16:25,9/5/18 16:32,Female,0,19,The coin flip game may have been to analyze the honesty of someone when they know an outcome the other person may not. ,3,1,1,1,2,3,1,4,2,3,3,2,ambiguous,selfish
170,9/5/18 16:26,9/5/18 16:32,Male,1,41,"I understand that to value the honesty of the people. I assume that someone answers a question based on their own behavior, blames someone else for the way we act.",1,6,1,2,2,2,1,2,2,2,2,2,absolute,selfish
171,9/5/18 16:26,9/5/18 16:32,Male,0,54,"To determine if the sender would opt to maximise their own self-interest (earnings) at the expense of the other player, or if they would sacrifice some of their earnings for the overall greater good of the team (measured by total earnings of the pair).",2,1,1,1,1,7,7,7,4,7,7,7,absolute,prosocial
172,9/5/18 16:24,9/5/18 16:33,Female,0,24,One person flips a coin and needs to decide whether to trust what they are told the outcome is,2,1,1,1,5,5,4,6,5,4,5,4,absolute,prosocial
173,9/5/18 16:23,9/5/18 16:33,Female,0,24,To check if one would chose to get bigger benefit even though it is somewhat immoral,3,3,3,3,4,1,2,3,2,2,2,2,ambiguous,selfish
174,9/5/18 16:27,9/5/18 16:33,Female,0,21,To see if the previous questions of the participant and their answer in the game could sway us into creating a perception on his values.,4,1,3,4,2,7,7,7,4,6,7,5,ambiguous,prosocial
175,9/5/18 16:28,9/5/18 16:33,Female,0,31,To determine the risk and reward of coin flipping (e.g. telling the receiver a lie in order to change the ohtcome).,3,4,5,3,4,5,4,5,3,3,3,4,ambiguous,selfish
176,9/5/18 16:19,9/5/18 16:34,Male,0,37,"To test the confidence of the RECEIVER in the information given by the SENDER, and/or to test the selfishness of the SENDER.",2,2,3,6,5,5,6,6,5,6,6,6,absolute,prosocial
177,9/5/18 16:26,9/5/18 16:34,Female,1,28,To see if people would help other people out even if it came as a financial loss to them personally.,2,1,1,1,2,6,7,7,7,6,6,6,absolute,prosocial
178,9/5/18 16:28,9/5/18 16:34,Female,2,18,It's like gamble. Everyone tries to get the most amount of money they can ,4,4,4,5,5,4,5,3,3,3,4,2,ambiguous,prosocial
179,9/5/18 16:25,9/5/18 16:35,Female,2,23,To see how much people care about the smallest amounts of money,3,3,3,3,4,2,1,1,2,2,2,2,ambiguous,selfish
180,9/5/18 16:25,9/5/18 16:35,Male,2,28,"Several possibilities, one could be that you look for how people would react by being presented with monetary choices and if they would do anything to increase their personal gain or if they would try to give the other participant a fair share of it.  Still the possibility remains that they only act ""benevolent"" because it IS a study and otherwise would do everything for their own gain an disregard others. ",4,4,2,2,2,6,6,5,2,5,3,6,ambiguous,prosocial
181,9/5/18 16:27,9/5/18 16:35,Male,0,22,Check for ethical values and if people really aplly what they say,3,5,5,5,1,2,3,2,2,1,1,1,ambiguous,selfish
182,9/5/18 16:27,9/5/18 16:36,Male,0,33,To create a decision that would challenge someones willingness to lie for a beneficial cause.,4,2,2,3,2,5,2,6,4,5,5,4,ambiguous,prosocial
183,9/5/18 16:30,9/5/18 16:36,Male,0,23,Research into the perceived value of sending a larger gift at minimal expense,3,2,2,2,2,2,2,1,1,2,2,1,ambiguous,selfish
184,9/5/18 16:30,9/5/18 16:36,Female,0,38,To ascertain whether people are more likely to facilitate an outcome that results in a higher payoff for themselves than an anonymous partner or whether they will try to affect a smaller reward for themselves in order for the partner to also receive a reward.,2,2,2,1,1,5,5,6,4,5,6,5,absolute,prosocial
185,9/5/18 16:29,9/5/18 16:36,Female,0,33,to see how moral people are when mobey is involved,2,4,6,5,4,2,4,2,1,2,2,2,absolute,prosocial
186,9/5/18 16:34,9/5/18 16:37,Male,0,18,Nice,4,3,5,5,3,5,4,5,7,5,5,3,ambiguous,prosocial
187,9/5/18 16:30,9/5/18 16:37,Female,0,46,To test honesty ,4,4,3,3,4,4,2,6,4,5,4,5,ambiguous,prosocial
188,9/5/18 16:30,9/5/18 16:37,Male,5+,29,to check whether the participant will choose a strategy that operates better for the total of two players (1+1.75&gt;0+2) than one that gives a marginal money advantage to the sender,1,6,7,7,4,2,2,6,1,2,2,2,absolute,selfish
189,9/5/18 16:30,9/5/18 16:37,Male,1,47,Probably to test whether people behave in a way consistent with how they describe their behavior,1,5,6,7,6,4,4,3,3,2,2,2,absolute,selfish
190,9/5/18 16:30,9/5/18 16:37,Male,0,20,to decide if a person is honest or greedy,4,4,4,4,4,3,4,2,2,2,2,2,ambiguous,prosocial
191,9/5/18 16:34,9/5/18 16:38,Male,0,20,to see how people behave when theres money on the line,1,3,5,3,5,2,4,2,4,4,4,3,absolute,selfish
192,9/5/18 16:31,9/5/18 16:38,Male,0,19,To test selfishness of people,2,6,6,6,2,2,2,2,2,4,2,2,absolute,prosocial
193,9/5/18 16:24,9/5/18 16:38,Female,0,53,To know if there is a moral conflict when there is money involved.,1,5,6,6,2,4,2,4,2,2,2,2,absolute,selfish
194,9/5/18 16:30,9/5/18 16:38,Male,1,20,"I dont know, i always choose the way where both people earn, because why not?",3,4,4,4,4,4,4,4,4,4,4,4,ambiguous,selfish
195,9/5/18 16:35,9/5/18 16:38,Male,1,24,Knowing if a person can be trusted. ,4,5,3,3,2,2,2,2,1,2,2,1,ambiguous,prosocial
196,9/5/18 16:30,9/5/18 16:39,Male,0,19,Determine the general perception on trusting others and learning what people might fo if they have the power to manipulate them to their benefit.,3,4,5,4,2,3,3,3,3,5,4,4,ambiguous,selfish
197,9/5/18 16:32,9/5/18 16:39,Male,0,33,"to see if someone would lie just to get a slightly larger payout, while trying to make the other player get nothing",3,2,4,2,1,1,1,1,1,1,1,1,ambiguous,selfish
198,9/5/18 16:27,9/5/18 16:40,Male,1,24,"It shows how people are willing be dishonest to gain a very slight amount over another person, when being honest would result in both parties being able to benefit. It also helps see how others would judge a person based on their selfish actions.",3,2,2,2,1,1,1,1,1,1,1,1,ambiguous,selfish
199,9/5/18 16:29,9/5/18 16:40,Male,1,34,"To measure how compassionate people are, or on the other side of the coin(hah) - how greedy.",4,3,5,4,5,6,6,6,6,5,5,5,ambiguous,prosocial
200,9/5/18 16:29,9/5/18 16:40,Male,1,24,"to know if people tend to share with other theirs ""game"" income or not",2,4,4,4,3,6,2,7,2,4,4,3,absolute,prosocial
201,9/5/18 16:30,9/5/18 16:40,Male,2,32,Game of luck between two people under which you can understand a bit more for those peoples behaviour psychology and character.,1,5,4,4,1,2,5,1,2,3,3,2,absolute,selfish
202,9/5/18 16:24,9/5/18 16:41,Female,0,56,To see if values are deeply embedded or superficial and how easily they can be undermined when tempted by financial gain however small ,4,6,5,6,5,2,2,5,2,2,2,1,ambiguous,prosocial
203,9/5/18 16:35,9/5/18 16:41,Female,2,26,understand the reasoning about this survey,3,7,4,5,6,6,3,3,3,6,5,4,ambiguous,selfish
204,9/5/18 16:33,9/5/18 16:41,Male,0,30,To test wether people were willing to lie for their own benefit or the benefits of others.,2,4,6,6,7,6,6,7,4,6,5,5,absolute,prosocial
205,9/5/18 16:33,9/5/18 16:41,Male,0,29,To see if people would screw each other over even for a measly 25 cent per coin toss rather than let someone else also gain,1,6,6,6,4,2,2,5,1,2,2,2,absolute,selfish
206,9/5/18 16:27,9/5/18 16:41,Female,0,24,To learn about human behavior by contrasting words versus actions. Ethics and morals can change for some people depending on the outcome of their decisions. ,1,5,6,7,7,2,2,3,1,2,1,1,absolute,selfish
207,9/5/18 16:35,9/5/18 16:41,Male,0,26,No clue.,4,2,2,2,2,6,6,6,3,6,6,6,ambiguous,prosocial
208,9/5/18 16:37,9/5/18 16:42,Female,2,18,It's to get to know how people act considering their beliefs,1,7,6,6,2,2,2,5,1,4,2,3,absolute,selfish
209,9/5/18 16:31,9/5/18 16:42,Male,2,28,To see how people see themselves versus what action do they actually take. ,3,2,3,5,5,2,2,2,2,3,3,2,ambiguous,selfish
210,9/5/18 16:33,9/5/18 16:42,Female,0,40,First impressions we get from a person by their acts,3,7,4,1,1,1,1,1,1,1,1,1,ambiguous,selfish
211,9/5/18 16:30,9/5/18 16:43,Male,0,20,finding out if people give a damn about others,1,5,5,5,3,4,2,4,4,4,4,4,absolute,selfish
212,9/5/18 16:38,9/5/18 16:43,Female,2,34,The purpose of the Coin Flip game was to determine whether participants would act altruistically when presented with a choice that could benefit them more if the other person was not to benefit,2,2,6,2,2,4,4,4,6,6,6,6,absolute,prosocial
213,9/5/18 16:35,9/5/18 16:44,Male,0,28,To check whether the sender indicates the real result and whether the receiver chooses to trust him.,2,2,5,7,5,3,3,6,5,5,4,5,absolute,prosocial
214,9/5/18 16:36,9/5/18 16:44,Male,1,23,It seems somewhat similar to the prisoner's dilemma with an asymmetric information twist - identify how people decide to resolve situations where they think they know more or less than the other participant and whether they decide to try to capitalise on their access to more data.,3,1,4,3,4,4,5,6,5,5,5,4,ambiguous,selfish
215,9/5/18 16:34,9/5/18 16:44,Female,0,18,To see if someone would lie if the lie benefits someone else.,2,5,5,7,5,6,4,7,2,6,6,3,absolute,prosocial
216,9/5/18 16:35,9/5/18 16:45,Male,1,35,To study the level of honesty,4,3,3,4,4,4,4,4,4,4,4,4,ambiguous,prosocial
217,9/5/18 16:41,9/5/18 16:45,Male,0,35,to judge how honest someone would be,1,6,6,6,2,2,2,2,2,2,2,2,absolute,selfish
218,9/5/18 16:12,9/5/18 16:45,Male,0,31,To ,3,4,4,4,4,4,4,4,4,4,5,4,ambiguous,selfish
219,9/5/18 16:40,9/5/18 16:46,Male,1,22,"Test how people interact with another one in terms of morality and honesty, and how consistent their thoughts are when compared with their actions.",2,2,6,5,4,3,2,4,2,3,3,2,absolute,prosocial
220,9/5/18 16:40,9/5/18 16:46,Female,5+,43,To determine whether it is better to be ethical versus honest.,2,5,7,7,4,6,6,6,2,6,6,1,absolute,prosocial
221,9/5/18 16:36,9/5/18 16:46,Female,0,38,to see what my opinions were of other peoples decisions ,3,2,2,2,2,2,3,2,3,2,1,4,ambiguous,selfish
222,9/5/18 16:39,9/5/18 16:46,Male,0,18,"To test the morals, honesty and how much is someone willing to help other person, even if they lose little money.",3,5,2,4,7,3,2,3,1,2,3,2,ambiguous,selfish
223,9/5/18 16:39,9/5/18 16:46,Male,0,24,To survey something in regards to Game Theory and/or how personalities affect economic decisions.,4,1,1,1,1,5,1,7,4,5,5,4,ambiguous,prosocial
224,9/5/18 16:40,9/5/18 16:47,Male,1,31,"Possibly, to test how people would react when they can decide for others, hidden behind a ""curtain"" of anonymity.",3,4,4,2,2,4,3,3,2,5,5,4,ambiguous,selfish
225,9/5/18 16:41,9/5/18 16:47,Male,0,18,"To learn about the processes separating honest and dishonest people. Honest people sacrifice .25$ but the receiver earns an extra dollar, so senders who told the receivers the wrong answer are dubbed as the ""honest"" ones.",4,1,1,1,5,7,6,7,6,7,7,5,ambiguous,prosocial
226,9/5/18 16:35,9/5/18 16:47,Male,2,28,"I was sure it was something about memory, but it turned out to be something else, maybe something about values... I guess. It was a little confusing. ",1,5,6,4,4,3,2,1,1,1,1,1,absolute,selfish
227,9/5/18 16:41,9/5/18 16:47,Female,0,21,To see how people would take action in different situations.,3,3,2,4,3,2,2,2,2,2,2,2,ambiguous,selfish
228,9/5/18 16:32,9/5/18 16:47,Female,0,21,To see how the SENDER person acts by knowing or having the power to earn more or equal money than the RECIEVER,2,4,2,2,3,3,4,3,3,3,5,4,absolute,prosocial
229,9/5/18 16:37,9/5/18 16:47,Male,1,29,To determine if the participant was ethical in his/her decision to lie in the coin flip game.,1,5,5,5,5,2,4,5,2,2,1,1,absolute,selfish
230,9/5/18 16:33,9/5/18 16:48,Male,0,35,trick people,4,5,6,5,5,5,6,4,6,4,6,5,ambiguous,prosocial
231,9/5/18 16:38,9/5/18 16:48,Male,0,38,To check the moral attitude of people in an economic context.,1,7,7,7,1,1,1,1,1,1,1,1,absolute,selfish
232,9/5/18 16:42,9/5/18 16:48,Female,1,41,"To test whether people would tell lies, after saying they wouldnt and I suppose to see if they wanted to share some of the money to be earned ",2,1,6,6,2,6,5,6,5,5,5,5,absolute,prosocial
233,9/5/18 16:36,9/5/18 16:48,Male,0,22,Altruism. To check if people would go against their beliefs in order to benefit someone else with nothing to gain from this action.,2,5,5,7,3,5,5,6,2,4,4,3,absolute,prosocial
234,9/5/18 16:36,9/5/18 16:49,Female,1,45,evaluate the coherence of people with respect to their ideas,2,3,4,4,5,4,2,4,6,3,3,4,absolute,prosocial
235,9/5/18 16:34,9/5/18 16:49,Male,0,20,To check if people will act selfish or honest in a situation in which they are in control of.,1,6,4,6,2,1,2,1,1,1,1,2,absolute,selfish
236,9/5/18 16:40,9/5/18 16:50,Female,0,39,to establish if I thought particpant 425 was honest or I could figure out characteristics based on the responses of the game,4,1,1,7,7,7,7,7,7,7,7,7,ambiguous,prosocial
237,9/5/18 15:59,9/5/18 16:50,Male,0,21,Analyze how difficult it is for a person to admit their dishonesty,3,4,3,2,1,2,2,7,1,3,2,1,ambiguous,selfish
238,9/5/18 16:37,9/5/18 16:50,Female,0,33,I don't know,2,2,3,5,4,4,3,7,3,4,3,4,absolute,prosocial
239,9/5/18 16:39,9/5/18 16:50,Male,1,30,"Risk Vs Reward. Knowing the odds, the Sender can decide whether to sacrifice moral standing for additional gain. ",3,3,3,2,2,2,2,5,3,3,2,3,ambiguous,selfish
240,9/5/18 16:43,9/5/18 16:50,Male,0,19,To see if people want to satisfy another person who is anonymous,1,3,3,4,4,4,3,6,5,2,2,2,absolute,selfish
241,9/5/18 16:43,9/5/18 16:51,Male,0,23,Test human behaviour,2,2,2,2,2,5,5,3,5,5,5,5,absolute,prosocial
242,9/5/18 16:40,9/5/18 16:51,Male,1,18,"Think it has something to do with whether or not the person will lie, indicating the type of person they are.",1,4,4,6,3,2,3,3,2,3,3,2,absolute,selfish
243,9/5/18 16:42,9/5/18 16:51,Male,0,46,Persons moral and ethics,1,4,6,7,4,2,2,2,2,2,2,1,absolute,selfish
244,9/5/18 16:46,9/5/18 16:51,Female,1,22,To see if a person would act for their personal gain opposed to shared gain.,4,4,3,3,5,2,4,4,3,2,4,3,ambiguous,prosocial
245,9/5/18 16:44,9/5/18 16:51,Male,0,22,To find out if people lie more for their benefit/ if people believe strangers,3,2,2,2,3,2,2,4,3,4,4,2,ambiguous,selfish
246,9/5/18 16:45,9/5/18 16:51,Male,0,29,"the coin flip game was to test how the sender would react to getting more money themselves, would they be honest and get lower amounts or lie and get higher amounts",3,4,5,5,3,2,4,3,3,4,3,3,ambiguous,selfish
247,9/5/18 16:45,9/5/18 16:52,Female,0,54,not sure,1,3,3,3,4,4,4,4,5,5,5,5,absolute,selfish
248,9/5/18 16:43,9/5/18 16:52,Female,1,22,To determine people’s willingness to be honest based on the potential monetary benefits ,4,3,3,3,4,2,2,3,2,3,3,4,ambiguous,prosocial
249,9/5/18 16:45,9/5/18 16:53,Male,0,34,I don´t  know the purpose of this study,3,4,5,3,1,4,1,1,1,1,2,1,ambiguous,selfish
250,9/5/18 16:41,9/5/18 16:53,Female,2,35,to see if people would choose a bigger gain for themselves or a fairer gain for both participants,2,2,3,3,4,5,5,6,4,5,5,5,absolute,prosocial
251,9/5/18 16:50,9/5/18 16:53,Female,0,20,Ethics decisions ,4,4,3,3,4,4,5,4,4,4,4,4,ambiguous,prosocial
252,9/5/18 16:47,9/5/18 16:53,Female,0,21,"The game aimed to reveal the extent of honesty/dishonesty the sender was willing to display in order to obtain financial gain, and to examine how this correlated with previous survey questions on their values and beliefs.",2,5,6,2,5,3,2,3,2,5,5,4,absolute,prosocial
253,9/5/18 16:44,9/5/18 16:53,Male,1,23,find out how selfish one can be,2,3,3,6,4,6,6,7,5,6,6,4,absolute,prosocial
254,9/5/18 16:50,9/5/18 16:54,Female,0,45,evaluate the coherence of people with respect to their ideas,2,4,4,3,5,4,2,3,4,3,2,3,absolute,prosocial
255,9/5/18 16:50,9/5/18 16:54,Male,2,32,To tell how honest people are when they are given a reward for dishonesty,1,6,6,2,4,1,1,2,1,6,6,6,absolute,selfish
256,9/5/18 16:47,9/5/18 16:55,Male,3,27,"To test morality and values ""when no one is looking""",1,6,7,7,5,2,2,1,2,2,1,1,absolute,selfish
257,9/5/18 16:47,9/5/18 16:55,Male,0,34,A pointless game/survey tool that is outdated and not applicable to research like so many of you researchers continue to assume. ,3,2,2,2,4,2,2,4,2,2,2,2,ambiguous,selfish
258,9/5/18 16:50,9/5/18 16:55,Male,0,26,It tests how people deal with situations where their own self interest could conflict with their ethical and/or moral standards.,1,7,7,7,2,2,2,2,1,2,2,1,absolute,selfish
259,9/5/18 16:49,9/5/18 16:55,Female,3,23,I think to test whether the sender will choose more money (by sending a wrong answer) or choose to give a honest answer so both people can earn.,3,4,4,4,4,2,2,3,2,2,2,2,ambiguous,selfish
260,9/5/18 16:45,9/5/18 16:55,Female,0,35,don't know,1,4,4,4,4,4,4,4,4,4,4,4,absolute,selfish
261,9/5/18 16:49,9/5/18 16:56,Male,1,21,To see if people acted honestly in reporting the coin - or in a way that would financially benefit them,3,2,2,4,5,2,4,5,3,4,3,3,ambiguous,selfish
262,9/5/18 16:49,9/5/18 16:56,Male,0,21,"To see how people can change their behavior and values/ethics in something as simple as a game, to get the desired outcome.",2,4,5,6,2,6,6,2,3,5,6,4,absolute,prosocial
263,9/5/18 16:52,9/5/18 16:56,Female,2,34,to judge someone else's decision,3,6,4,4,2,2,2,2,2,1,1,1,ambiguous,selfish
264,9/5/18 16:51,9/5/18 16:56,Female,5+,19,"To ask participant their beliefs on the actions of players which correspond to their choices, in other words, how we interpret the ability or failure of others to follow their word.",3,5,2,2,4,2,2,3,2,5,2,2,ambiguous,selfish
265,9/5/18 16:48,9/5/18 16:56,Male,1,32,Figure out how truthful people were when ony one party had information presented to them.,2,2,2,2,2,2,4,2,2,4,4,5,absolute,prosocial
266,9/5/18 16:50,9/5/18 16:57,Female,1,36,To test the selfishness / selflessness of people.,3,4,4,4,4,1,1,2,1,1,1,1,ambiguous,selfish
267,9/5/18 16:48,9/5/18 16:57,Male,1,27,To see if the sender would choose his own gain or a benefit for both the players,3,4,2,2,5,2,1,1,1,2,2,1,ambiguous,selfish
268,9/5/18 16:48,9/5/18 16:57,Male,5+,24,To evaluate if the person would prefer the greater good 2.75$ for the team or if he would prefer to win more money for himself and let the other one empty handed.,2,6,7,7,1,1,1,2,1,1,1,1,absolute,prosocial
269,9/5/18 16:45,9/5/18 16:57,Male,1,18,To test if people would sacrifice a little of their own to benefit others,3,2,2,2,1,2,3,2,2,2,2,2,ambiguous,selfish
270,9/5/18 16:47,9/5/18 16:58,Male,0,24,To check the extent to which the fictional participant would sacrifice a small gain for themselves to provide a larger gain for someone else. I believe questions of 'honesty' are somewhat of a red herring. ,4,1,2,1,4,6,6,7,6,5,5,6,ambiguous,prosocial
271,9/5/18 16:45,9/5/18 16:59,Female,0,38,Very hard to understand the query to be honest I presume from the end questions about trusting a stranger online or someone you don’t know as I say hard to understand answered it the best I could ,1,1,1,4,6,6,6,7,6,5,5,6,absolute,selfish
272,9/5/18 16:55,9/5/18 16:59,Female,1,20,To test how someone acts in situations that question morality?,1,5,6,7,4,2,2,2,1,3,2,1,absolute,selfish
273,9/5/18 16:53,9/5/18 16:59,Male,0,25,Test wether participants stuck by their claims when tempted with monetary compensation.,2,6,6,6,2,2,2,4,2,2,2,2,absolute,prosocial
274,9/5/18 16:50,9/5/18 16:59,Male,0,48,"the game provides a reward to the receiver if they get the answer wrong. Therefore it tests the moral stance of the sender- will they lie to help someone, and recieve a slightly lower reward themselves, or will their moral code prevail and force them to be honest, despite this being less favourable for the other participant. It's a test of morals vs altruism, possibly. ",2,2,2,6,5,5,5,3,5,5,6,6,absolute,prosocial
275,9/5/18 16:49,9/5/18 16:59,Male,0,22,To see how people think and then see how they react in a specific situation where they will contradict themselfs,4,2,6,5,4,6,6,7,1,6,6,2,ambiguous,prosocial
276,9/5/18 16:50,9/5/18 16:59,Male,0,31,To determine how much people value their moral values by performing the game with different payouts for different participants. ,1,7,7,7,5,4,6,3,1,5,4,2,absolute,selfish
277,9/5/18 16:55,9/5/18 16:59,Female,3,26,To see if people would act in a way that only benefitted themselves or share with the other person.,3,2,1,2,3,3,2,3,2,3,4,2,ambiguous,selfish
278,9/5/18 16:51,9/5/18 16:59,Female,0,32,To see if the person was willing to lie to benefit themselves,1,6,6,7,6,2,2,5,2,3,3,2,absolute,selfish
279,9/5/18 16:50,9/5/18 17:00,Female,0,38,No idea,4,4,4,4,2,2,4,5,3,3,2,2,ambiguous,prosocial
280,9/5/18 16:50,9/5/18 17:00,Male,2,20,To see if people's actions differ from their thoughts/words,1,5,6,7,2,2,3,5,2,2,2,1,absolute,selfish
281,9/5/18 16:51,9/5/18 17:00,Male,1,24,To see if people would choose to make more profit for themselves by telling the truth or to share the wealth and lie.,2,5,6,6,7,6,6,2,6,7,7,6,absolute,prosocial
282,9/5/18 16:49,9/5/18 17:00,Female,0,31,To see how the Sender would react with the decision to be able to give/share money with the Receiver,4,2,2,1,2,4,2,6,3,4,4,3,ambiguous,prosocial
283,9/5/18 16:51,9/5/18 17:01,Male,0,43,To understand how much can a stranger trust another stranger?,2,3,4,4,6,5,4,4,4,5,5,3,absolute,prosocial
284,9/5/18 16:55,9/5/18 17:01,Female,1,64,I think the purpose of the game is to see if the Sender is honest and sends a message that will make both players money rather than being selfish.,1,6,6,6,4,2,3,2,2,3,3,1,absolute,selfish
285,9/5/18 16:58,9/5/18 17:02,Male,0,31,"Correlating stated and actual honesty?

(please don't make this a mandatory question, it feels patronising)",3,5,4,4,4,2,2,2,2,2,3,2,ambiguous,selfish
286,9/5/18 16:49,9/5/18 17:02,Male,2,24,Making a point that lying isn't alyways bad - can be beneficial.,2,7,7,7,4,1,1,7,2,4,4,4,absolute,prosocial
287,9/5/18 16:50,9/5/18 17:02,Female,0,26,To see if people would lie in order to get more money for themselves/lie to help the other person earn money,2,4,5,5,5,5,5,6,5,4,5,5,absolute,prosocial
288,9/5/18 16:55,9/5/18 17:02,Female,0,28,to determine whether the sender's actions conflict with their previous answers in the survey about honesty and lying. ,3,2,2,2,1,1,1,2,2,2,2,1,ambiguous,selfish
289,9/5/18 16:50,9/5/18 17:02,Male,1,27,to know whether the people are selfish or not.,4,1,2,2,2,5,5,6,3,5,4,5,ambiguous,prosocial
290,9/5/18 16:58,9/5/18 17:03,Male,2,24,To understand what people are willing to do to just receive a little bit of extra money.,1,5,7,7,3,2,2,1,1,3,3,1,absolute,selfish
291,9/5/18 16:46,9/5/18 17:03,Male,0,23,To basically see if you could win some money and to test weather the person you were playing with was trustworthy and honest.,2,4,5,4,4,4,5,4,5,4,3,3,absolute,prosocial
292,9/5/18 16:58,9/5/18 17:03,Male,0,22,To see what the people will do when they have the power to earn more money without anyone else knowing.,4,2,2,3,2,6,6,7,6,6,6,6,ambiguous,prosocial
293,9/5/18 16:58,9/5/18 17:03,Male,0,24,Check whether more reward leads to unethical behaviour,1,7,7,7,2,1,1,1,1,2,2,1,absolute,selfish
294,9/5/18 16:55,9/5/18 17:03,Female,0,52,to see how lying is judged when it leads to an advantage of the other person maybe?,4,1,1,1,2,6,6,7,6,6,6,6,ambiguous,prosocial
295,9/5/18 16:55,9/5/18 17:04,Male,0,22,"To see how willing someone is to deceive another person for only a small gain, while knowing that the other person loses much more. It could also show how willing someone is to trust another person.",4,2,2,1,6,6,6,6,5,6,6,5,ambiguous,prosocial
296,9/5/18 16:59,9/5/18 17:04,Male,0,24,Dont really know ,2,5,5,6,5,4,4,5,3,3,4,2,absolute,prosocial
297,9/5/18 16:57,9/5/18 17:04,Female,1,35,Memory game,2,4,4,4,4,5,5,3,5,4,4,4,absolute,prosocial
298,9/5/18 16:59,9/5/18 17:04,Male,0,31,Not entirely sure - probably to prove some research or educational point.,2,2,2,2,2,4,5,5,4,5,5,5,absolute,prosocial
299,9/5/18 16:55,9/5/18 17:04,Female,0,63,It was about honesty,1,6,6,6,2,2,2,4,2,2,2,2,absolute,selfish
300,9/5/18 16:54,9/5/18 17:04,Male,0,48,to judge whether someone would be honest to benefit both parties or lie to benefit only themselves,3,4,4,6,1,2,2,2,2,2,2,2,ambiguous,selfish
301,9/5/18 16:46,9/5/18 17:05,Female,1,30,earn money with azar,2,1,6,4,6,6,6,6,2,2,2,2,absolute,prosocial
302,9/5/18 16:59,9/5/18 17:05,Female,1,44,To see if people would tell the truth for money or if greed would take over. ,1,4,5,5,4,2,1,6,2,2,2,2,absolute,selfish
303,9/5/18 16:58,9/5/18 17:05,Female,0,36,"To see if the sender would choose to accept a slightly smaller reward for themself, thereby letting the receiver get a reward too",4,1,3,1,3,7,5,6,2,6,5,4,ambiguous,prosocial
304,9/5/18 16:57,9/5/18 17:06,Female,1,37,To see if people and read others “poker face”,2,2,3,4,2,6,4,6,4,6,6,2,absolute,prosocial
305,9/5/18 16:57,9/5/18 17:06,Male,0,35,"To gauge people's generosity to strangers, or their willingness to do something immoral when consequences are removed. (I think it's especially telling when someone would cheat a stranger out of imaginary money!)",3,4,4,4,4,1,2,2,1,1,1,1,ambiguous,selfish
306,9/5/18 16:57,9/5/18 17:06,Female,0,29,Determining whether someone would lie even if it's against their personal values or beliefs,2,2,6,5,2,5,5,6,4,4,4,4,absolute,prosocial
