ID,StartDate,EndDate,Gender,Economics_exp,Age,Perceived_purpose1,Perceived_purpose2,condition,proclamation,behavior,Hypocrisy_1,Hypocrisy_2,Hypocrisy_3,Hypocrisy_4,Hypocrisy_5,Honest_frequency,Honest_likely,Honest_extreme,Honest_committment,Moral_1,Moral_2,Moral_3,Social_benefit1,Social_benefit2,pref,rv,sometimes,rarely,never,behavlie
115,3/15/19 12:24,3/15/19 12:33,Male,1,36,To study peoples decision making process based on certain indicators provided.,To see if people think they can rely on a persons feedback based on how they acted previously and with information to how they responded to certain questions.,3,sometimes,selfish.lie,5,3,2,6,6,2,2,3,2,2,2,2,2,2,4,0,1,0,0,1
116,3/15/19 12:21,3/15/19 12:33,Female,0,35,to test our trust in someone that has previously lied,to see if we would trust someone that lied before,1,never,selfish.lie,6,6,7,6,6,4,2,1,2,2,2,1,6,6,5,0,0,0,1,1
117,3/15/19 12:21,3/15/19 12:33,Female,2,25,To see if people would lie for financial gain.,To see if you trust other people's word.,2,rarely,selfish.lie,5,5,6,4,5,5,5,1,2,2,2,2,6,7,4,1,0,1,0,1
118,3/15/19 12:16,3/15/19 12:33,Male,2,45,To see if a trust is built or not.,To see if the trust carries through to this game,3,sometimes,selfish.lie,2,5,5,2,2,5,3,5,4,5,6,6,2,4,4,0,1,0,0,1
119,3/15/19 12:25,3/15/19 12:33,Female,1,65,To determine if one person will lie for 50 cents,to determine if one person is trusting or not,6,sometimes,prosocial.truth,2,2,2,2,5,5,2,2,2,2,3,3,2,2,4,0,1,0,0,0
120,3/15/19 12:22,3/15/19 12:34,Female,0,36,The purpose of The Coin Flip Game was to see if the sender would lie to the receiver so that the sender could receive a higher payout,To see if the blue player would rely on red player's word or verify it,5,rarely,prosocial.truth,1,1,2,1,1,7,6,6,7,7,7,7,3,4,4,1,0,1,0,0
121,3/15/19 12:21,3/15/19 12:34,Female,1,33,To let me see what kind of person the other participant is.,To see if I would trust the other player,2,rarely,selfish.lie,7,7,1,7,7,1,1,1,1,1,1,1,6,5,4,0,0,1,0,1
122,3/15/19 12:15,3/15/19 12:34,Female,0,37,To see if participants would lie.,To see if participants would trust each other.,1,never,selfish.lie,4,4,6,6,4,4,3,5,3,4,4,3,4,4,4,0,0,0,1,1
123,3/15/19 12:23,3/15/19 12:34,Female,0,28,I don't know,I don't know,6,sometimes,prosocial.truth,2,2,2,2,2,6,5,3,4,4,4,4,4,3,3,1,1,0,0,0
124,3/15/19 12:15,3/15/19 12:34,Male,1,37,I honestly don't know....maybe to measure levels of trust among people who have little to no information about the other person.,"Again, I honestly don't know....it probably has a similar purpose as the Coin Flip one, measuring how much people trust one another with little to no information available on them. ",4,never,prosocial.truth,1,1,1,1,1,6,6,6,6,7,6,6,4,5,4,1,0,0,1,0
125,3/15/19 12:22,3/15/19 12:34,Male,1,36,To see how honest someone is and whether they would look out for someone they do not know.,To see if someone is being honest and how much you trust their honesty.,5,rarely,prosocial.truth,2,2,2,2,2,6,5,6,5,5,5,5,2,2,3,0,0,1,0,0
126,3/15/19 12:17,3/15/19 12:34,Male,0,48,To see how we react to other peoples behavior?,How much we trust people after knowing their behavior?,1,never,selfish.lie,7,4,6,6,7,1,1,1,1,1,2,1,6,6,5,0,0,0,1,1
127,3/15/19 12:27,3/15/19 12:34,Female,5+,22,i think it was about lying. ,same thing.,3,sometimes,selfish.lie,4,4,3,5,7,1,1,1,1,2,2,1,4,4,3,0,1,0,0,1
128,3/15/19 12:17,3/15/19 12:34,Male,4,31,The coin flip game is to see how honest people in those situations would be with each other it seems.  Do you trust the reporting of the person you know nothing about or do you go your own way and make your own decision.  The sender meanwhile can be deceiving and not let you in on the truth for their own game.  It's like a chess game of trust.,The same as the coin flip although you get the benefit of being able to verify the information instead of just trusting.  But it's still the question of you can trust the person with the information and hope for the best for a bigger payout or do you do your own decision for something a little less.,1,never,selfish.lie,7,7,7,6,6,3,3,3,2,2,2,2,5,6,3,0,0,0,1,1
129,3/15/19 12:22,3/15/19 12:34,Female,1,30,To see if if I think based on the persons back actions I still think he/she is honest.,To see if the other person would lie again to get more money based on past experience and see what my decision is knowing that it can happen again to me.,2,rarely,selfish.lie,2,5,6,3,6,3,2,7,1,6,6,2,5,5,3,0,0,1,0,1
130,3/15/19 12:15,3/15/19 12:34,Female,0,41,The purpose was to figure out if your partner was honest. And you could earn a bonus based on your answers.,The purpose was to decide whether or not you could rely on your partner to be honest.,5,rarely,prosocial.truth,3,3,3,3,3,6,5,6,4,5,5,5,2,2,4,0,0,1,0,0
131,3/15/19 12:19,3/15/19 12:35,Female,1,47,"The Sender would know the outcome and would give a message to the Receiver, who could trust the message or not. The Sender could earn slightly more by lying, so the purpose of the game was to see whether or not the Receiver would trust the Sender.","The Red player had information about if the number of coins were odd or even, and then passed that info along to the Blue player (me). The Red player could potentially earn more by lying, but the Blue player could cancel out their earnings if they didn't trust them. (Rely = trust, verify = don't trust.) So I think the purpose was still to see how much trust one player had for the other.",5,rarely,prosocial.truth,1,1,1,1,1,6,6,6,6,6,6,6,5,6,4,1,0,1,0,0
132,3/15/19 12:21,3/15/19 12:35,Male,1,50,"I guess to gauge how trusting individuals are of information, as well as propensity of others to lie.","Same as coin-flip game: to gauge how trusting some individuals are, and the propensity of others to lie. For the latter, it specifically has to do with propensity to lie related to a reward that they personally benefit from.",3,sometimes,selfish.lie,2,3,2,3,3,5,5,1,2,5,5,3,3,3,4,0,1,0,0,1
133,3/15/19 12:19,3/15/19 12:35,Male,0,55,Not sure.  Has something to do with trust.,Not sure.  It seems real similar to the coin flip game,6,sometimes,prosocial.truth,2,2,2,2,2,6,6,5,6,6,6,6,5,5,3,1,1,0,0,0
134,3/15/19 12:16,3/15/19 12:35,Female,1,45,To see if people live up to what they claim they believe.,To see how virtuous people are when they say they never lie.,4,never,prosocial.truth,2,4,1,4,2,5,5,5,5,5,5,5,6,6,4,0,0,0,1,0
135,3/15/19 12:21,3/15/19 12:35,Male,5+,27,"Point was to way risk/reward calculation scenario, with your probability * the payout being the main thing a 'raitonal' player should focus on.","Point was to way risk/reward calculation scenario, with your probability * the payout being the main thing a 'raitonal' player should focus on. However in this case, payouts and scenarios were a little more complicated. Does this complication change things? Does knowing more info on the partner change things?",6,sometimes,prosocial.truth,3,4,5,3,3,5,5,2,4,4,5,4,2,4,4,0,1,0,0,0
136,3/15/19 12:18,3/15/19 12:35,Female,2,30,To determine honesty of sender,Determining trust,6,sometimes,prosocial.truth,3,5,3,3,3,4,5,4,4,5,4,5,2,2,4,1,1,0,0,0
137,3/15/19 12:25,3/15/19 12:35,Female,1,30,See if perception changed based on knowing the other players stances,To see if the first game reflected in the actions taken in the second game,5,rarely,prosocial.truth,2,1,2,1,1,3,4,6,5,4,5,4,7,6,2,0,0,1,0,0
138,3/15/19 12:24,3/15/19 12:35,Female,0,37,Probably to test an economic theory.,I don't know.,3,sometimes,selfish.lie,2,2,2,3,5,4,2,2,4,2,4,2,2,2,4,0,1,0,0,1
139,3/15/19 12:27,3/15/19 12:35,Male,0,24,To determine if we trust our partners based off of survey information,If we trust someone after trust has been broken,2,rarely,selfish.lie,5,5,4,5,6,4,2,3,1,2,2,1,6,6,5,0,0,1,0,1
140,3/15/19 12:23,3/15/19 12:35,Male,0,30,Studying trust of strangers based on stated views,study personal gain vs risk,4,never,prosocial.truth,2,2,1,2,2,6,6,6,6,6,6,7,5,5,5,1,0,0,1,0
141,3/15/19 12:21,3/15/19 12:35,Male,2,49,I don't know. Gambling,Trust,1,never,selfish.lie,6,6,6,6,6,4,2,2,2,3,3,1,4,4,3,0,0,0,1,1
142,3/15/19 12:22,3/15/19 12:35,Female,1,21,To see what kind of person the other player was.,To see how I would react knowing that the player has already lied before.,2,rarely,selfish.lie,5,6,6,5,6,4,3,1,3,2,2,2,5,6,4,1,0,1,0,1
143,3/15/19 12:22,3/15/19 12:35,Female,2,34,To see how people make decisions based on trust of other people,To see how people make decisions based on trusting other people,6,sometimes,prosocial.truth,3,4,4,3,3,6,5,5,5,5,5,5,5,3,3,0,1,0,0,0
144,3/15/19 12:21,3/15/19 12:36,Male,2,51,"trust, but I mainly chose the option to guarantee I'd get some winnings",trust,6,sometimes,prosocial.truth,3,1,2,4,2,5,4,4,5,5,5,6,4,1,5,0,1,0,0,0
145,3/15/19 12:23,3/15/19 12:36,Male,2,40,To see how much we actually trust stangers,To see how often one would choose to verify the claims of a stranger.,1,never,selfish.lie,6,5,7,5,5,2,3,2,1,5,3,3,3,4,3,0,0,0,1,1
146,3/15/19 12:21,3/15/19 12:36,Female,0,61,To see how much we trust someone else based on their answers to a few questions?,"Am I going to take a chance and trust this person, or am I going to verify what they've said, based on my opinions about lying.",4,never,prosocial.truth,1,1,1,1,1,7,7,7,7,6,6,6,4,4,4,1,0,0,1,0
147,3/15/19 12:24,3/15/19 12:36,Female,1,30,To find out if info about a partner's morality will influence decisions about bets.,"To find out if people will take chances, given info about a partner.",1,never,selfish.lie,6,6,6,6,4,3,1,2,1,2,2,2,7,7,4,0,0,0,1,1
148,3/15/19 12:22,3/15/19 12:36,Male,0,42,To see how trusting I am in the other side of things.  Should I rely on the correct answer by someone else? Or verify and show I don't trust this person,"Same concept, should I trust this person to tell me the truth or are they lying to me for their benefit?",2,rarely,selfish.lie,4,2,3,4,3,6,5,3,3,5,5,4,2,3,4,1,0,1,0,1
149,3/15/19 12:22,3/15/19 12:36,Male,1,37,Determine trustworthiness of partner,Comprehension of complex instructions,6,sometimes,prosocial.truth,2,2,2,2,2,6,6,6,6,6,5,5,2,2,5,0,1,0,0,0
150,3/15/19 12:21,3/15/19 12:36,Male,2,47,the purpose was for he sender to try to make more money by telling the receiver to pick the wrong answer.,this was also to try to make more money by deceiving the other player with a false answer to make more money.,5,rarely,prosocial.truth,2,2,2,2,2,6,6,6,6,6,6,6,5,5,4,0,0,1,0,0
151,3/15/19 12:22,3/15/19 12:36,Male,1,46,"It was to give me some information about my partner's past behavior (and not just their self-reported attitude from the question about lying).  I got to see that -- in addition -- to their claiming it is never ok to lie, they also didn't lie when it was somewhat in their own interest (payout would have been 25c higher in Coin Flip)","To see to what degree I am willing to trust that continued socially-beneficial behavior (not lying), even when it runs against my partner's self interest (doubling a possible payout)",4,never,prosocial.truth,1,1,1,1,1,7,6,6,6,6,6,6,5,5,4,1,0,0,1,0
152,3/15/19 12:21,3/15/19 12:36,Female,0,58,"The purpose of the flip coin game was to see whether Player Red would tell the truth, or lie in order to make more money.",The purpose of the RELY or VERIFY game was about whether Red Player would lie in order to gain more money.,2,rarely,selfish.lie,6,7,7,6,6,3,2,1,2,2,3,2,6,6,4,0,0,1,0,1
153,3/15/19 12:17,3/15/19 12:36,Male,1,25,Measure how often people are willing to lie.,How much trustworthy people are.,6,sometimes,prosocial.truth,2,2,2,2,2,6,6,6,4,5,5,5,2,2,3,0,1,0,0,0
154,3/15/19 12:25,3/15/19 12:36,Female,0,41,"Trust, I think .",Trust,4,never,prosocial.truth,1,1,1,1,1,6,6,6,6,6,6,6,6,6,5,0,0,0,1,0
155,3/15/19 12:19,3/15/19 12:37,Male,2,32,Determine whether my partner is trustworthy or not. ,Used what I learned about partner and decided whether I would trust him in RELY-or-VERIFY game. ,3,sometimes,selfish.lie,2,2,2,3,2,3,2,1,2,1,1,1,1,2,4,0,1,0,0,1
156,3/15/19 12:22,3/15/19 12:37,Male,3,52,to see how we view others in regards to lying based on economic gain?,to determine level of trust in others?,6,sometimes,prosocial.truth,2,2,4,3,5,4,2,2,3,2,3,2,2,2,4,1,1,0,0,0
157,3/15/19 12:22,3/15/19 12:37,Male,2,50,To see if I would trust the red player and if his statement would hold influence on my choices. ,To see if I would trust the red player. ,5,rarely,prosocial.truth,2,2,2,2,2,6,6,6,6,6,6,6,2,2,3,0,0,1,0,0
158,3/15/19 12:20,3/15/19 12:37,Male,0,70,I don't know,????????????????????????????????,5,rarely,prosocial.truth,2,1,1,2,1,7,7,6,6,6,6,6,6,6,4,1,0,1,0,0
159,3/15/19 12:23,3/15/19 12:37,Male,2,37,It was to see whether or not the sender would be honest or not.,It was to test the believability of the other person. To see if someone was willing to trust the other person was giving them accurate information.,1,never,selfish.lie,7,7,7,6,7,3,2,2,1,2,2,2,7,6,5,1,0,0,1,1
160,3/15/19 12:16,3/15/19 12:37,Male,1,31,The purpose of the Coin Flip Game was likely to test how study participant's would behave when thrust into a situation where one of them had access to all of the information and his/her partner had to choose whether to bet their bonus on trusting that what the first player told them was accurate.,The RELY-or-VERIFY game seemed to be functionally exactly the same as the Coin Flip game. A scenario created to gauge whether study participants would choose to believe a person who has previously shown themselves to be trustworthy and bet real money on said decision.,4,never,prosocial.truth,1,1,1,1,1,7,7,7,7,6,6,7,7,7,5,1,0,0,1,0
161,3/15/19 12:22,3/15/19 12:37,Male,1,41,to assess risk vs reward when you're unsure of your partners honesty.,to see if our level of trust in a partner is effected by learning that they lie;,1,never,selfish.lie,6,7,7,6,6,4,3,1,2,3,4,1,5,4,4,0,0,0,1,1
162,3/15/19 12:21,3/15/19 12:37,Female,0,35,It was about seeing if people trusted their partners. ,"It's about seeing if people trust their partners, and in my case based on my partner's past actions. ",2,rarely,selfish.lie,3,3,3,3,3,5,3,2,4,4,4,4,5,5,4,0,0,1,0,1
163,3/15/19 12:24,3/15/19 12:38,Female,0,30,"The actual instructions or the purpose in this study? I am unsure of how to answer this. I will assume the latter, so I think it is to see how we judge/trust people after learning something about them. ","Hm, now I feel like I answered the last question incorrectly. This one was to see how we act with the person, while the previous Coin Flip game we learned about how our partner interacts. ",3,sometimes,selfish.lie,3,2,2,4,4,4,2,3,2,2,4,2,2,2,4,0,1,0,0,1
164,3/15/19 12:21,3/15/19 12:38,Male,0,28,How we view lying and people who lie.,If we can trust others who don't have a problem lying.,6,sometimes,prosocial.truth,1,2,3,1,1,5,3,5,6,5,5,5,2,2,4,1,1,0,0,0
165,3/15/19 12:30,3/15/19 12:38,Male,1,23,not really sure but it was awful long and extra underpaid for what it is and how much time is expected into something like this,not sure,1,never,selfish.lie,3,4,4,3,5,4,4,3,4,4,4,4,4,4,3,1,0,0,1,1
166,3/15/19 12:29,3/15/19 12:38,Male,3,29,To determine if people would trust someone based on prior choices,To follow up on the reputation established in the coin flip game,5,rarely,prosocial.truth,2,2,2,2,2,6,5,5,5,5,5,6,5,6,4,1,0,1,0,0
167,3/15/19 12:25,3/15/19 12:38,Female,2,25,To see how people choose on the outcomes. ,To see how people would choose based on the rates. ,4,never,prosocial.truth,2,3,2,3,3,4,4,3,3,3,3,4,6,5,5,0,0,0,1,0
168,3/15/19 12:25,3/15/19 12:38,Female,0,38,I think the purpose of the Coin Flip Game was to see if I would trust the other player after learning they lied in the Coin Flip Game to get a higher bonus.,I think the purpose of the Rely or Verify game was to see if I would trust the other player after knowing they lied on the Coin Flip Game. ,1,never,selfish.lie,7,7,7,7,7,3,2,2,1,2,2,2,6,6,4,0,0,0,1,1
169,3/15/19 12:20,3/15/19 12:38,Male,0,37,morals,trust,3,sometimes,selfish.lie,2,2,2,2,2,4,4,2,3,2,2,2,4,4,3,0,1,0,0,1
170,3/15/19 12:21,3/15/19 12:38,Female,2,41,To test whether you would act in your own self-interest and deceive another participant to gain more economically.,To see if the person receiving advice would trust a person who has more incentive to lie to gain economically.,3,sometimes,selfish.lie,3,3,2,4,5,4,4,3,2,1,1,1,4,5,3,0,1,0,0,1
171,3/15/19 12:26,3/15/19 12:38,Male,2,29,I think it is to see if a person believes what the other one based on how much they know him and also how much the person want to make for themselves.,"I think this is to see when you get the information about the other person, will you believe in him ",2,rarely,selfish.lie,5,5,5,5,6,5,2,5,2,2,2,2,5,5,3,0,0,1,0,1
172,3/15/19 12:32,3/15/19 12:38,Female,1,26,The sender knows the coin flip outcome but can tell the receiver whatever they want to. Each player is compensated depending on what the receiver does with the information the sender gives them.,To say whether there is an odd or even amount in the jar ,3,sometimes,selfish.lie,2,2,2,5,6,4,3,2,2,2,2,2,2,2,4,0,1,0,0,1
173,3/15/19 12:31,3/15/19 12:38,Female,0,36,to see if we would trust someone based on various info,to see if we would trust someone based on their past actions,6,sometimes,prosocial.truth,1,1,1,1,1,5,5,5,5,5,5,5,3,3,3,0,1,0,0,0
174,3/15/19 12:21,3/15/19 12:38,Male,2,43,to see if people trust the sender,to see if people trust the red player,6,sometimes,prosocial.truth,2,2,3,2,2,7,2,3,5,5,5,5,2,2,4,1,1,0,0,0
175,3/15/19 12:31,3/15/19 12:39,Male,0,20,See how people are honest or not,Test morality,5,rarely,prosocial.truth,3,3,2,3,3,4,4,3,5,5,4,5,4,3,3,0,0,1,0,0
176,3/15/19 12:23,3/15/19 12:39,Female,0,50,To see if you trust someone.  Or if people that say that lying is never ok sometimes lie,To see if you believed someone that says lying is never ok,1,never,selfish.lie,2,2,2,2,3,6,4,5,5,6,6,6,7,7,4,0,0,0,1,1
177,3/15/19 12:22,3/15/19 12:39,Male,0,55,To determine if someone could be trusted or not,To determine if someone was trustworthy based on some previous knowledge of the individual.,6,sometimes,prosocial.truth,5,2,6,5,4,5,1,5,4,5,5,5,1,1,5,0,1,0,0,0
178,3/15/19 12:23,3/15/19 12:39,Female,1,33,To determine whether the Sender's values were based on honesty or based on getting the maximum profit even though there is lying involved.,To determine whether I choose to trust the other participant or not based on his/her past actions with the Coin Flip game.,5,rarely,prosocial.truth,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,1,0,1,0,0
179,3/15/19 12:22,3/15/19 12:39,Female,1,46,I think it was about whether or not to trust people.,I think it was about whether or not to trust people.,1,never,selfish.lie,1,1,1,1,1,7,7,6,7,7,7,7,6,5,4,1,0,0,1,1
180,3/15/19 12:24,3/15/19 12:39,Male,0,37,To see how people react to dishonesty in another participant. If they will try and punish the other participant for lying. ,To allow me to punish that other participant or not punish the other participant at my own loss of bonus.,2,rarely,selfish.lie,7,7,7,7,7,1,1,1,1,1,1,1,6,6,5,0,0,1,0,1
181,3/15/19 12:21,3/15/19 12:39,Male,5+,51,To see if the person's actions matched their answers.,To see what effect how the other player's actions corresponded with their answers has on whether I trust them or not.,4,never,prosocial.truth,1,1,1,1,1,7,7,6,7,7,7,7,6,5,4,1,0,0,1,0
182,3/15/19 12:30,3/15/19 12:39,Female,2,38,perception of ethics and trust,Attitudes on trust,6,sometimes,prosocial.truth,3,3,3,3,3,4,3,4,5,5,5,4,2,2,3,0,1,0,0,0
183,3/15/19 12:20,3/15/19 12:39,Female,2,22,"The purpose was to see if the sender would tell the truth about whether the coin landed on heads or tails, based on their own beliefs about lying.",The purpose was to see if the blue player would trust the red player even after seeing their results in the coin flip game.,1,never,selfish.lie,7,7,7,7,7,1,1,1,1,1,1,1,6,6,4,0,0,0,1,1
184,3/15/19 12:21,3/15/19 12:39,Male,1,35,To give us a sense of what the other person was like so that it might influence our decisions moving forward.,To see how we would react based on what we knew in the previous game. Whether we would rely of verify red players choice based on his previous bevhaior ,3,sometimes,selfish.lie,4,3,3,4,6,2,2,2,1,1,1,1,2,2,4,1,1,0,0,1
185,3/15/19 12:30,3/15/19 12:39,Male,1,26,TRUST,TRUST,4,never,prosocial.truth,1,1,1,1,1,7,1,1,7,7,7,7,1,3,5,1,0,0,1,0
186,3/15/19 12:20,3/15/19 12:39,Female,1,52,"To determine if the sender would lie or tell the truth, and if the receiver would choose to believe it doubt the sender.",To determine if the blue player would risk earning more money over guaranteed money.,3,sometimes,selfish.lie,2,2,2,2,2,4,2,3,2,2,2,2,4,4,4,0,1,0,0,1
187,3/15/19 12:22,3/15/19 12:40,Female,0,68,To see if one can trust someone and follow their advice.,To see if one is trusting,4,never,prosocial.truth,1,1,1,1,1,7,7,7,7,7,7,7,7,7,5,1,0,0,1,0
188,3/15/19 12:29,3/15/19 12:40,Male,1,24,To determine if some one is lying to get ahead. One person can lie to screw the other player over and earn more money or they can be fair and not lie.,It is the determine how honest a person is. One player really controls the whole outcome of the bonus payment because they can lie or accurately report the outcome and the other player has to determine if they are trustworthy basically.,1,never,selfish.lie,5,5,6,5,4,3,2,3,2,2,2,2,6,6,5,0,0,0,1,1
189,3/15/19 12:32,3/15/19 12:40,Male,1,25,unsure,unsure,1,never,selfish.lie,7,7,7,7,7,1,1,1,1,1,1,1,2,2,3,0,0,0,1,1
190,3/15/19 12:28,3/15/19 12:40,Female,2,51,To see how a person's character can change with circumstances.,Trust.,1,never,selfish.lie,4,5,5,5,4,5,5,7,4,4,4,3,6,6,4,0,0,0,1,1
191,3/15/19 12:32,3/15/19 12:40,Female,1,34,test trust,i dont know,4,never,prosocial.truth,1,1,1,1,1,6,7,7,6,6,6,7,5,4,3,1,0,0,1,0
192,3/15/19 12:32,3/15/19 12:40,Male,3,24,To tell if the people will lie in future games.,"test ""trust but verify"" saying in the real world.",4,never,prosocial.truth,2,3,2,4,3,6,6,7,6,5,5,6,6,4,4,1,0,0,1,0
193,3/15/19 12:23,3/15/19 12:40,Male,2,38,To see if a participant would choose to trust a partner given his or her level of integrity on a similar task with a different participant.,It was to prove how trusting the average person is given the knowledge of  a past participant's choices.,5,rarely,prosocial.truth,1,1,1,1,1,7,6,5,6,7,7,6,4,5,3,0,0,1,0,0
194,3/15/19 12:20,3/15/19 12:41,Male,0,24,To see if participants will trust someone who claims they would never lie.,To see if participants would chose to trust another participant.,4,never,prosocial.truth,1,1,1,1,2,7,7,7,7,7,6,7,6,7,5,0,0,0,1,0
195,3/15/19 12:19,3/15/19 12:41,Female,2,36,Not sure - just to see if I would trust what the player said,To see if I would trust the participant ,5,rarely,prosocial.truth,2,2,2,2,2,6,5,4,4,6,6,6,4,4,4,1,0,1,0,0
196,3/15/19 12:29,3/15/19 12:41,Female,1,48,To determine how strangers trust the judgment of other strangers,To see if people will rely or verify information that they receive from a complete stranger,4,never,prosocial.truth,4,4,4,4,4,6,6,4,6,6,6,6,6,2,4,0,0,0,1,0
197,3/15/19 12:22,3/15/19 12:41,Male,0,33,To see if strangers will act for themselves or for others,"Similarly, to see if people are just looking out for #1",4,never,prosocial.truth,1,1,1,1,1,6,6,6,6,6,6,6,5,6,3,1,0,0,1,0
198,3/15/19 12:22,3/15/19 12:41,Male,2,52,trust issiues,"trust issues
",2,rarely,selfish.lie,2,2,2,2,2,5,4,2,5,7,7,5,7,1,5,1,0,1,0,1
199,3/15/19 12:32,3/15/19 12:41,Male,1,23,To see if I would trust the other players message. ,To see if the red player was lying or not. ,6,sometimes,prosocial.truth,3,5,2,3,4,5,4,2,5,4,5,4,4,4,3,0,1,0,0,0
200,3/15/19 12:24,3/15/19 12:41,Female,1,28,To see whether you would trust the person who told you whether it had landed on heads or tails.,To see if you would trust the person who told you whether the jar had an odd or even amount of coins.,6,sometimes,prosocial.truth,1,3,3,1,1,4,3,3,5,5,5,4,2,2,3,0,1,0,0,0
201,3/15/19 12:29,3/15/19 12:41,Female,0,31,To see how honest and trusting people are.,Also to see how honest and trusting people are.,4,never,prosocial.truth,1,7,1,1,1,7,7,6,6,6,6,6,6,6,5,0,0,0,1,0
202,3/15/19 12:21,3/15/19 12:41,Male,3,32,To see if you can trust your partner.,To see if your partner is lying to obtain bigger payouts.,5,rarely,prosocial.truth,2,5,6,4,1,3,3,6,2,1,1,2,1,2,5,0,0,1,0,0
203,3/15/19 12:27,3/15/19 12:42,Female,5+,40,How people make decisions that result in the best outcome for them,How personal risk factors into decision-making.,3,sometimes,selfish.lie,4,3,6,6,6,4,3,4,2,2,2,2,2,5,4,0,1,0,0,1
204,3/15/19 12:24,3/15/19 12:42,Male,5+,72,"I have no idea.  I never speculate on such things.  Purpose is always nuanced. I just try to answer the questions.  Don't you think it is better that I don't know the purpose, otherwise could game/sabotage the game?.",I already told you.  I have no idea.,1,never,selfish.lie,7,7,7,7,7,1,1,1,1,1,1,1,7,7,5,1,0,0,1,1
205,3/15/19 12:31,3/15/19 12:42,Male,1,22,to trick your opponent,to trick your opponent.,1,never,selfish.lie,6,6,7,5,5,2,2,2,1,3,1,1,4,4,1,1,0,0,1,1
206,3/15/19 12:32,3/15/19 12:42,Female,0,26,I think the actual purpose was to see how much people trust strangers based on limited information about them. ,I think the purpose was to see how much we trust strangers based on limited information when the outcome of trusting a stranger will affect us in a monetary sense. ,5,rarely,prosocial.truth,2,2,2,2,2,6,6,6,5,5,5,4,6,6,4,1,0,1,0,0
207,3/15/19 12:28,3/15/19 12:42,Male,2,33,To see how a person trusted after learning information about another person.,To see how a person trusted another after seeing how they played the coin flip game.,3,sometimes,selfish.lie,5,5,5,5,5,3,2,2,2,4,3,2,3,3,4,0,1,0,0,1
208,3/15/19 12:29,3/15/19 12:42,Male,0,60,To see if a partner would rely on another partner's message.,To see if i would trust a partner.,2,rarely,selfish.lie,6,6,6,6,6,2,1,1,1,1,1,1,6,6,4,0,0,1,0,1
209,3/15/19 12:30,3/15/19 12:42,Male,1,46,To see how often we rely on the honesty and good faith of people whose morality we know only on the barest of information.,To see if I could trust a person whose morality was barely known to me.,5,rarely,prosocial.truth,2,3,3,2,2,6,6,2,6,5,6,6,5,6,4,1,0,1,0,0
210,3/15/19 12:28,3/15/19 12:43,Male,2,37,perception of choice,perception of choice,6,sometimes,prosocial.truth,3,3,3,3,3,5,6,6,6,6,6,6,1,1,4,0,1,0,0,0
211,3/15/19 12:22,3/15/19 12:43,Male,0,73,My understanding of what benefits me most.,My understanding of what may benefit me most.,3,sometimes,selfish.lie,5,4,4,5,5,5,2,1,1,3,3,3,2,2,4,0,1,0,0,1
212,3/15/19 12:31,3/15/19 12:43,Female,1,41,I think it was for participants to gauge the trustworthiness of the partner they were paired up with.,Seeing how participants would react when their partner wasn't eaxctly trustworthy.,2,rarely,selfish.lie,5,7,7,5,6,4,2,2,2,4,4,2,5,6,4,0,0,1,0,1
213,3/15/19 12:27,3/15/19 12:43,Female,2,68,To determine trust,to determine judgement and risk taking,6,sometimes,prosocial.truth,2,2,2,2,2,7,6,6,6,6,6,6,2,2,4,0,1,0,0,0
214,3/15/19 12:28,3/15/19 12:43,Male,3,30,Belief,Trust,4,never,prosocial.truth,2,2,3,2,3,6,6,2,6,6,6,6,6,6,4,1,0,0,1,0
215,3/15/19 12:32,3/15/19 12:43,Female,3,31,To see whether the other participant was trustworthy or not. ,To see if we would still trust the other participant after they lied in the coin game. ,3,sometimes,selfish.lie,2,3,2,4,4,5,4,2,1,3,3,2,2,2,4,0,1,0,0,1
216,3/15/19 12:24,3/15/19 12:43,Female,1,27,"I don't guess during these surveys. If you've told me the reason, I assume it's a lie and forget it. If you haven't, I can't put that reason into my own words.",Same as above.,4,never,prosocial.truth,2,2,2,2,2,7,6,7,6,5,5,5,5,5,4,1,0,0,1,0
217,3/15/19 12:37,3/15/19 12:43,Female,1,37,I think the purpose was to see who could make the most money by judging if they should lie or not about the outcome.,This was to be willing to pay to make more money if you thought the other person was lying or trust them...,2,rarely,selfish.lie,6,5,6,5,4,4,3,2,3,5,3,4,4,5,3,0,0,1,0,1
218,3/15/19 12:31,3/15/19 12:43,Male,0,1966,Judgements and decision making.,To make a determination regarding trust. ,3,sometimes,selfish.lie,3,2,2,7,6,2,2,2,1,1,1,1,2,2,4,0,1,0,0,1
219,3/15/19 12:35,3/15/19 12:43,Female,0,26,To see if we could trust someone based on past behavior,To see our choice,1,never,selfish.lie,7,7,7,7,7,4,1,2,1,2,2,1,7,7,4,0,0,0,1,1
220,3/15/19 12:26,3/15/19 12:43,Female,0,38,To see if we would trust people who had told the truth.,To see if we would trust people that had told the truth.,6,sometimes,prosocial.truth,2,2,2,2,2,6,5,4,6,4,4,5,2,2,3,0,1,0,0,0
221,3/15/19 12:18,3/15/19 12:43,Female,0,29,trust,trust,6,sometimes,prosocial.truth,1,1,1,1,1,4,2,5,4,4,4,4,1,1,5,0,1,0,0,0
